,V,I,SOC
624,3.648468,-0.62407,0.4825543689787793
625,3.648314,-0.62407,0.48251969842322373
626,3.648314,-0.62407,0.482485028138532
627,3.648159,-0.62314,0.4824503578538401
628,3.528336,-4.99628,0.4824157389649512
629,3.517175,-4.99907,0.4824157389649512
630,3.510975,-4.99907,0.4821380150235747
631,3.506169,-5.0,0.48186029108219924
632,3.502139,-5.0,0.48158251547456066
633,3.498729,-5.0,0.48130471599539354
634,3.495629,-5.00093,0.481026940387755
635,3.492994,-5.0,0.4807518957493821
636,3.490513,-5.0,0.48047412014174373
637,3.541047,-3.125,0.48018523125285456
638,3.542442,-3.12407,0.48018523125285456
639,3.542287,-3.12407,0.48001513757356606
640,3.541822,-3.12407,0.479841579485055
641,3.541202,-3.125,0.4796680200406106
642,3.540426,-3.12407,0.47948920466517675
643,3.539807,-3.125,0.4793156479325985
644,3.539032,-3.125,0.4791420381778238
645,3.538256,-3.125,0.4789701536834663
646,3.537481,-3.125,0.47879654257235504
647,3.536706,-3.125,0.47862293281758106
648,3.536086,-3.12407,0.4784493230628069
649,3.535311,-3.125,0.4782757636183625
650,3.534536,-3.125,0.4781021538635878
651,3.533916,-3.125,0.4779302842889351
652,3.533141,-3.12407,0.47775667453416093
653,3.532521,-3.12407,0.4775831164456498
654,3.531901,-3.12407,0.47740955700120546
655,3.531126,-3.125,0.47723598399742906
656,3.530506,-3.125,0.47706237288631803
657,3.529886,-3.125,0.4768905046680022
658,3.529266,-3.125,0.4767168935568911
659,3.528646,-3.125,0.4765432838021164
660,3.528026,-3.12407,0.47636446978301966
661,3.527406,-3.12407,0.4761909116945079
662,3.647848,1.24628,0.47601733733479873
663,3.657614,1.24814,0.47601733733479873
664,3.662574,1.24907,0.4760866779041823
